2010	2	0,01180000
2010	3	0,00940000
2010	4	0,00770000
2010	5	0,01190000
2010	6	0,00850000
2010	7	0,00150000
2010	8	0,00770000
2010	9	0,01150000
2010	10	0,01010000
2010	11	0,01450000
2010	12	0,00000000
2011	1	0,00790000
2011	2	0,01000000
2011	3	0,00620000
2011	4	0,00450000
2011	5	0,00430000
2011	6	-0,00180000
2011	7	-0,00120000
2011	8	0,00440000
2011	9	0,00650000
2011	10	0,00530000
2011	11	0,00500000
2011	12	-0,00120000
2012	1	0,00250000
2012	2	-0,00060000
2012	3	0,00430000
2012	4	0,00850000
2012	5	0,01020000
2012	6	0,00660000
2012	7	0,01340000
2012	8	0,01430000
2012	9	0,00970000
2012	10	0,00020000
2012	11	-0,00030000
2012	12	0,00680000
2013	1	0,00340000
2013	2	0,00290000
2013	3	0,00210000
2013	4	0,00150000
2013	5	0,00000000
2013	6	0,00750000
2013	7	0,00260000
2013	8	0,00150000
2013	9	0,01500000
2013	10	0,00860000
2013	11	0,00290000
2013	12	0,00600000
2014	1	0,00480000
2014	2	0,00380000
2014	3	0,01670000
2014	4	0,00780000
2014	5	-0,00130000
2014	6	-0,00740000
2014	7	-0,00610000
2014	8	-0,00270000
2014	9	0,00200000
2014	10	0,00280000
2014	11	0,00980000
2014	12	0,00620000
2015	1	0,00760000
2015	2	0,00270000
2015	3	0,00980000
2015	4	0,01170000
2015	5	0,00410000
2015	6	0,00670000
2015	7	0,00690000
2015	8	0,00280000
2015	9	0,00950000
2015	10	0,01890000
2015	11	0,01520000
2015	12	0,00490000
2016	1	0,01140000
2016	2	0,01290000
2016	3	0,00000000
2016	4	0,00000000
2016	5	0,00000000
2016	6	0,00000000
2016	7	0,00000000
2016	8	0,00000000
2016	9	0,00000000
2016	10	0,00000000
2016	11	0,00000000
2016	12	0,00000000
